DateCodePK,Date_YYYYMMDD,Year,Month,Season
311,20220216,2022,202202,Winter
312,20240717,2024,202407,Summer
313,20220617,2022,202206,Spring
314,20241011,2024,202410,Autumn
315,20211215,2021,202112,Autumn
316,20250328,2025,202503,Spring
317,20170630,2017,201706,Summer
318,20200626,2020,202006,Summer
319,20130604,2013,201306,Spring
320,20210409,2021,202104,Spring
321,20150623,2015,201506,Summer
322,20180914,2018,201809,Summer
323,20110610,2011,201106,Spring
324,20211210,2021,202112,Autumn
325,20151125,2015,201511,Autumn
326,20180907,2018,201809,Summer
327,20170922,2017,201709,Summer
328,20170421,2017,201704,Spring
329,20250110,2025,202501,Winter
330,20190605,2019,201906,Spring
331,20200611,2020,202006,Spring
332,20150505,2015,201505,Spring
333,20130423,2013,201304,Spring
334,20201216,2020,202012,Autumn
335,20170602,2017,201706,Spring
336,20150526,2015,201505,Spring
337,20190621,2019,201906,Summer
338,20110614,2011,201106,Spring
339,20150616,2015,201506,Spring
340,20210428,2021,202104,Spring
341,20150723,2015,201507,Summer
342,20110520,2011,201105,Spring
343,20181129,2018,201811,Autumn
344,20151127,2015,201511,Autumn
345,20060616,2006,200606,Spring
346,20130405,2013,201304,Spring
347,20201127,2020,202011,Autumn
348,20180601,2018,201806,Spring
349,20180406,2018,201804,Spring
350,20180216,2018,201802,Winter
351,20091011,2009,200910,Autumn
352,20090616,2009,200906,Spring
353,20181122,2018,201811,Autumn
354,20050411,2005,200504,Spring
355,20130510,2013,201305,Spring
356,20131126,2013,201311,Autumn
357,20190514,2019,201905,Spring
358,20171215,2017,201712,Autumn
359,20250521,2025,202505,Spring
360,20101115,2010,201011,Autumn
361,20151106,2015,201511,Autumn
362,20131030,2013,201310,Autumn
363,20081009,2008,200810,Autumn
364,20040430,2004,200404,Spring
365,20180223,2018,201802,Winter
366,20120320,2012,201203,Spring
367,20050616,2005,200506,Spring
368,20050101,2005,200501,Winter
369,19990616,1999,199906,Spring
370,20170405,2017,201704,Spring
371,20240226,2024,202402,Winter
372,20131118,2013,201311,Autumn
373,20171112,2017,201711,Autumn
374,20170224,2017,201702,Winter
375,20170324,2017,201703,Spring
376,20180201,2018,201802,Winter
377,20200703,2020,202007,Summer
378,20121126,2012,201211,Autumn
379,20150401,2015,201504,Spring
380,20140609,2014,201406,Spring
381,20201106,2020,202011,Autumn
382,20201023,2020,202010,Autumn
383,20200828,2020,202008,Summer
384,20170908,2017,201709,Summer
385,20180817,2018,201808,Summer
386,20200911,2020,202009,Summer
387,20230609,2023,202306,Spring
388,20231027,2023,202310,Autumn
389,20230707,2023,202307,Summer
390,20230407,2023,202304,Spring
391,20230908,2023,202309,Summer
392,20180511,2018,201805,Spring
393,20231201,2023,202312,Autumn
394,20230804,2023,202308,Summer
395,20240816,2024,202408,Summer
396,20241025,2024,202410,Autumn
397,20181024,2018,201810,Autumn
398,20200110,2020,202001,Winter
399,20161209,2016,201612,Autumn
400,20201007,2020,202010,Autumn
401,20180413,2018,201804,Spring
402,20170609,2017,201706,Spring
403,20230721,2023,202307,Summer
404,20211203,2021,202112,Autumn
405,20230310,2023,202303,Winter
406,20230526,2023,202305,Spring
407,20171018,2017,201710,Autumn
408,20170316,2017,201703,Winter
409,20180420,2018,201804,Spring
410,20160818,2016,201608,Summer
411,20170614,2017,201706,Spring
412,20210108,2021,202101,Winter
413,20170210,2017,201702,Winter
414,20210122,2021,202101,Winter
415,20161124,2016,201611,Autumn
416,20240503,2024,202405,Spring
417,20190620,2019,201906,Spring
418,20161003,2016,201610,Autumn
419,20161201,2016,201612,Autumn
420,20241115,2024,202411,Autumn
421,20160513,2016,201605,Spring
422,20231013,2023,202310,Autumn
423,20181123,2018,201811,Autumn
424,20240308,2024,202403,Winter
425,20151218,2015,201512,Autumn
426,20160610,2016,201606,Spring
427,20210416,2021,202104,Spring
428,20191122,2019,201911,Autumn
429,20230420,2023,202304,Spring
430,20210618,2021,202106,Spring
431,20250613,2025,202506,Spring
432,20220513,2022,202205,Spring
433,20140214,2014,201402,Winter
434,20130226,2013,201302,Winter
435,20140522,2014,201405,Spring
436,20191014,2019,201910,Autumn
437,20150715,2015,201507,Summer
438,20240719,2024,202407,Summer
439,20170830,2017,201708,Summer
440,20200327,2020,202003,Spring
441,20210119,2021,202101,Winter
442,20160601,2016,201606,Spring
443,20210309,2021,202103,Winter
444,20201202,2020,202012,Autumn
445,20200319,2020,202003,Winter
446,20190122,2019,201901,Winter
447,20190412,2019,201904,Spring
448,20180814,2018,201808,Summer
449,20180403,2018,201804,Spring
450,20171129,2017,201711,Autumn
451,20180430,2018,201804,Spring
452,20170906,2017,201709,Summer
453,20191022,2019,201910,Autumn
454,20231129,2023,202311,Autumn
455,20171206,2017,201712,Autumn
456,20170315,2017,201703,Winter
457,20190304,2019,201903,Winter
458,20220722,2022,202207,Summer
459,20220509,2022,202205,Spring
460,20241129,2024,202411,Autumn
461,20170504,2017,201705,Spring
462,20170613,2017,201706,Spring
463,20170710,2017,201707,Summer
464,20170410,2017,201704,Spring
465,20230508,2023,202305,Spring
466,20240426,2024,202404,Spring
467,20170420,2017,201704,Spring
468,20170704,2017,201707,Summer
469,20240619,2024,202406,Spring
470,20240412,2024,202404,Spring
471,20140618,2014,201406,Spring
472,20170529,2017,201705,Spring
473,20160808,2016,201608,Summer
474,20160927,2016,201609,Autumn
475,20171222,2017,201712,Winter
476,20160711,2016,201607,Summer
477,20190603,2019,201906,Spring
478,20171114,2017,201711,Autumn
479,20170101,2017,201701,Winter
480,20180916,2018,201809,Summer
481,20180921,2018,201809,Summer
482,20180928,2018,201809,Autumn
483,20180613,2018,201806,Spring
484,20160511,2016,201605,Spring
485,20170110,2017,201701,Winter
486,20190510,2019,201905,Spring
487,20181221,2018,201812,Winter
488,20170501,2017,201705,Spring
489,20180821,2018,201808,Summer
490,20210129,2021,202101,Winter
491,20200508,2020,202005,Spring
492,20170307,2017,201703,Winter
493,20210611,2021,202106,Spring
494,20211015,2021,202110,Autumn
495,20180115,2018,201801,Winter
496,20240112,2024,202401,Winter
497,20250221,2025,202502,Winter
498,20210728,2021,202107,Summer
499,20220701,2022,202207,Summer
500,20240403,2024,202404,Spring
501,20160324,2016,201603,Spring
502,20201117,2020,202011,Autumn
503,20230424,2023,202304,Spring
504,20201124,2020,202011,Autumn
505,20230404,2023,202304,Spring
506,20190206,2019,201902,Winter
507,20220202,2022,202202,Winter
508,20200116,2020,202001,Winter
509,20200515,2020,202005,Spring
510,20210203,2021,202102,Winter
511,20180831,2018,201808,Summer
512,20190222,2019,201902,Winter
513,20210421,2021,202104,Spring
514,20231103,2023,202311,Autumn
515,20160122,2016,201601,Winter
516,20170714,2017,201707,Summer
517,20200408,2020,202004,Spring
518,20201009,2020,202010,Autumn
519,20210616,2021,202106,Spring
520,20240307,2024,202403,Winter
521,20200413,2020,202004,Spring
522,20210420,2021,202104,Spring
523,20150327,2015,201503,Spring
524,20201030,2020,202010,Autumn
525,20020616,2002,200206,Spring
526,20070126,2007,200701,Winter
527,19980616,1998,199806,Spring
528,20020101,2002,200201,Winter
529,20201029,2020,202010,Autumn
530,19990101,1999,199901,Winter
531,20000616,2000,200006,Spring
532,20120319,2012,201203,Winter
533,20161202,2016,201612,Autumn
534,20211027,2021,202110,Autumn
535,19980101,1998,199801,Winter
536,19970616,1997,199706,Spring
537,20120101,2012,201201,Winter
538,20150414,2015,201504,Spring
539,20120410,2012,201204,Spring
540,20010616,2001,200106,Spring
541,20020620,2002,200206,Spring
542,20070616,2007,200706,Spring
543,20210928,2021,202109,Autumn
544,20180720,2018,201807,Summer
545,20181005,2018,201810,Autumn
546,20181212,2018,201812,Autumn
547,20200522,2020,202005,Spring
548,20190111,2019,201901,Winter
549,20200131,2020,202001,Winter
550,20221223,2022,202212,Winter
551,20210205,2021,202102,Winter
552,20230216,2023,202302,Winter
553,20240126,2024,202401,Winter
554,20240712,2024,202407,Summer
555,20221024,2022,202210,Autumn
556,20220101,2022,202201,Winter
557,20170907,2017,201709,Summer
558,20140117,2014,201401,Winter
559,20191204,2019,201912,Autumn
560,20150428,2015,201504,Spring
561,20170310,2017,201703,Winter
562,20190315,2019,201903,Winter
563,20170303,2017,201703,Winter
564,20160211,2016,201602,Winter
565,20190419,2019,201904,Spring
566,20130503,2013,201305,Spring
567,20100606,2010,201006,Spring
568,20220429,2022,202204,Spring
569,20111219,2011,201112,Autumn
570,20140428,2014,201404,Spring
571,20170207,2017,201702,Winter
572,20130528,2013,201305,Spring
573,20150107,2015,201501,Winter
574,20130521,2013,201305,Spring
575,20060429,2006,200604,Spring
576,20150727,2015,201507,Summer
577,20201221,2020,202012,Winter
578,20150101,2015,201501,Winter
579,20130101,2013,201301,Winter
580,20160219,2016,201602,Winter
581,20110101,2011,201101,Winter
582,20130903,2013,201309,Summer
583,20210521,2021,202105,Spring
584,20150528,2015,201505,Spring
585,20191021,2019,201910,Autumn
586,20180410,2018,201804,Spring
587,20060809,2006,200608,Summer
588,20030616,2003,200306,Spring
589,20250314,2025,202503,Winter
590,20181102,2018,201811,Autumn
591,20210723,2021,202107,Summer
592,20140101,2014,201401,Winter
593,20230511,2023,202305,Spring
594,20220520,2022,202205,Spring
595,20160930,2016,201609,Autumn
596,20070518,2007,200705,Spring
597,20030423,2003,200304,Spring
598,20101005,2010,201010,Autumn
599,20140909,2014,201409,Summer
600,20090605,2009,200906,Spring
601,20120605,2012,201206,Spring
602,20060315,2006,200603,Winter
603,20120522,2012,201205,Spring
604,20140730,2014,201407,Summer
605,20100906,2010,201009,Summer
606,20101003,2010,201010,Autumn
607,20100708,2010,201007,Summer
608,20140602,2014,201406,Spring
609,20120506,2012,201205,Spring
610,20121122,2012,201211,Autumn
611,20120424,2012,201204,Spring
612,20090505,2009,200905,Spring
613,20070517,2007,200705,Spring
614,20121127,2012,201211,Autumn
615,20040423,2004,200404,Spring
616,20110323,2011,201103,Spring
617,20130724,2013,201307,Summer
618,20110305,2011,201103,Winter
619,20110316,2011,201103,Winter
620,20110309,2011,201103,Winter
621,19950616,1995,199506,Spring
622,19980620,1998,199806,Spring
623,19980720,1998,199807,Summer
624,19950707,1995,199507,Summer
625,20000101,2000,200001,Winter
626,20190303,2019,201903,Winter
627,20200221,2020,202002,Winter
628,20190802,2019,201908,Summer
629,20040901,2004,200409,Summer
630,20100727,2010,201007,Summer
631,20150407,2015,201504,Spring
632,20220318,2022,202203,Winter
633,20040827,2004,200408,Summer
634,20140324,2014,201403,Spring
635,20140430,2014,201404,Spring
636,20020216,2002,200202,Winter
637,20100907,2010,201009,Summer
638,20130205,2013,201302,Winter
639,20060526,2006,200605,Spring
640,20060606,2006,200606,Spring
641,20020201,2002,200202,Winter
642,20171113,2017,201711,Autumn
643,20071026,2007,200710,Autumn
644,20071109,2007,200711,Autumn
645,20110422,2011,201104,Spring
646,20191025,2019,201910,Autumn
647,20160906,2016,201609,Summer
648,20160526,2016,201605,Spring
649,20121212,2012,201212,Autumn
650,20220314,2022,202203,Winter
651,20171117,2017,201711,Autumn
652,20090320,2009,200903,Spring
653,20170623,2017,201706,Summer
654,20121030,2012,201210,Autumn
655,20090410,2009,200904,Spring
656,20061201,2006,200612,Autumn
657,20100720,2010,201007,Summer
658,20160613,2016,201606,Spring
659,20100910,2010,201009,Summer
660,20130202,2013,201302,Winter
661,20110318,2011,201103,Winter
662,20080509,2008,200805,Spring
663,20071005,2007,200710,Autumn
664,20241122,2024,202411,Autumn
665,20130329,2013,201303,Spring
666,20110222,2011,201102,Winter
667,20100101,2010,201001,Winter
668,20100504,2010,201005,Spring
669,20130222,2013,201302,Winter
670,20250513,2025,202505,Spring
671,20110616,2011,201106,Spring
672,20171217,2017,201712,Autumn
673,20180528,2018,201805,Spring
674,20120629,2012,201206,Summer
675,20060201,2006,200602,Winter
676,20200318,2020,202003,Winter
677,20040101,2004,200401,Winter
678,20060916,2006,200609,Summer
679,20130125,2013,201301,Winter
680,20101224,2010,201012,Winter
681,20160616,2016,201606,Spring
682,20200114,2020,202001,Winter
683,20151023,2015,201510,Autumn
684,20111217,2011,201112,Autumn
685,20130927,2013,201309,Autumn
686,20211105,2021,202111,Autumn
687,20140217,2014,201402,Winter
688,20130625,2013,201306,Summer
689,20190418,2019,201904,Spring
690,20190329,2019,201903,Spring
691,20140325,2014,201403,Spring
692,20171121,2017,201711,Autumn
693,20200814,2020,202008,Summer
694,20141104,2014,201411,Autumn
695,20150904,2015,201509,Summer
696,20171009,2017,201710,Autumn
697,20210604,2021,202106,Spring
698,20200603,2020,202006,Spring
699,20160504,2016,201605,Spring
700,20250425,2025,202504,Spring
701,20160304,2016,201603,Winter
702,20210924,2021,202109,Autumn
703,20141015,2014,201410,Autumn
704,20211101,2021,202111,Autumn
705,20160210,2016,201602,Winter
706,20151009,2015,201510,Autumn
707,20250212,2025,202502,Winter
708,20130323,2013,201303,Spring
709,20230928,2023,202309,Autumn
710,20240726,2024,202407,Summer
711,20161128,2016,201611,Autumn
712,20120904,2012,201209,Summer
713,20121120,2012,201211,Autumn
714,20221230,2022,202212,Winter
715,20211127,2021,202111,Autumn
716,20220729,2022,202207,Summer
717,20070101,2007,200701,Winter
718,20090909,2009,200909,Summer
719,20050127,2005,200501,Winter
720,20140319,2014,201403,Winter
721,20161104,2016,201611,Autumn
722,20080728,2008,200807,Summer
723,20140414,2014,201404,Spring
724,20140408,2014,201404,Spring
725,20160915,2016,201609,Summer
726,20140422,2014,201404,Spring
727,20120229,2012,201202,Winter
728,20120206,2012,201202,Winter
729,20221202,2022,202212,Autumn
730,20191111,2019,201911,Autumn
731,20221111,2022,202211,Autumn
732,20220623,2022,202206,Summer
733,20120129,2012,201201,Winter
734,20051019,2005,200510,Autumn
735,20210115,2021,202101,Winter
736,20161225,2016,201612,Winter
737,20070216,2007,200702,Winter
738,20230705,2023,202307,Summer
739,20221125,2022,202211,Autumn
740,20211008,2021,202110,Autumn
741,20120126,2012,201201,Winter
742,20010101,2001,200101,Winter
743,20211112,2021,202111,Autumn
744,20071120,2007,200711,Autumn
745,20110416,2011,201104,Spring
746,20121109,2012,201211,Autumn
747,20121204,2012,201212,Autumn
748,20051216,2005,200512,Autumn
749,20090718,2009,200907,Summer
750,20131105,2013,201311,Autumn
751,20070220,2007,200702,Winter
752,20140213,2014,201402,Winter
753,20240607,2024,202406,Spring
754,20181030,2018,201810,Autumn
755,20120731,2012,201207,Summer
756,20130730,2013,201307,Summer
757,20210323,2021,202103,Spring
758,20100319,2010,201003,Winter
759,20180725,2018,201807,Summer
760,20141218,2014,201412,Autumn
761,20200128,2020,202001,Winter
762,20191128,2019,201911,Autumn
763,20200601,2020,202006,Spring
764,20070619,2007,200706,Spring
765,20170608,2017,201706,Spring
766,20200918,2020,202009,Summer
767,20160412,2016,201604,Spring
768,20131015,2013,201310,Autumn
769,20160422,2016,201604,Spring
770,20250127,2025,202501,Winter
771,20131029,2013,201310,Autumn
772,20160308,2016,201603,Winter
773,20180629,2018,201806,Summer
774,20160318,2016,201603,Winter
775,20141029,2014,201410,Autumn
776,20151029,2015,201510,Autumn
777,20160401,2016,201604,Spring
778,20190628,2019,201906,Summer
779,20181116,2018,201811,Autumn
780,20030103,2003,200301,Winter
781,20171019,2017,201710,Autumn
782,20200311,2020,202003,Winter
783,20160129,2016,201601,Winter
784,20180116,2018,201801,Winter
785,20200714,2020,202007,Summer
786,20221028,2022,202210,Autumn
787,20200410,2020,202004,Spring
788,20191206,2019,201912,Autumn
789,20220128,2022,202201,Winter
790,20220506,2022,202205,Spring
791,20210806,2021,202108,Summer
792,20211119,2021,202111,Autumn
793,20230210,2023,202302,Winter
794,20180124,2018,201801,Winter
795,20180518,2018,201805,Spring
796,20180323,2018,201803,Spring
797,20190226,2019,201902,Winter
798,20230616,2023,202306,Spring
799,20140318,2014,201403,Winter
800,20150910,2015,201509,Summer
801,20120928,2012,201209,Autumn
802,20180305,2018,201803,Winter
803,20170806,2017,201708,Summer
804,20151224,2015,201512,Winter
805,20120828,2012,201208,Summer
806,20101118,2010,201011,Autumn
807,20071012,2007,200710,Autumn
808,20110210,2011,201102,Winter
809,20160227,2016,201602,Winter
810,20111124,2011,201111,Autumn
811,20240710,2024,202407,Summer
812,20230120,2023,202301,Winter
813,20210702,2021,202107,Summer
814,20231006,2023,202310,Autumn
815,20230111,2023,202301,Winter
816,20180904,2018,201809,Summer
817,20161011,2016,201610,Autumn
818,20200501,2020,202005,Spring
819,20240829,2024,202408,Summer
820,20160719,2016,201607,Summer
821,20181127,2018,201811,Autumn
822,20170728,2017,201707,Summer
823,20230220,2023,202302,Winter
824,20200425,2020,202004,Spring
825,20190726,2019,201907,Summer
826,20191127,2019,201911,Autumn
827,20201208,2020,202012,Autumn
828,20250214,2025,202502,Winter
829,20240911,2024,202409,Summer
830,20201016,2020,202010,Autumn
831,20200520,2020,202005,Spring
832,20210423,2021,202104,Spring
833,20210916,2021,202109,Summer
834,20220121,2022,202201,Winter
835,20211029,2021,202110,Autumn
836,20200429,2020,202004,Spring
837,20240830,2024,202408,Summer
838,20241205,2024,202412,Autumn
839,20210625,2021,202106,Summer
840,20240129,2024,202401,Winter
841,20230607,2023,202306,Spring
842,20230517,2023,202305,Spring
843,20240328,2024,202403,Spring
844,20240119,2024,202401,Winter
845,20230202,2023,202302,Winter
846,20250107,2025,202501,Winter
847,20240208,2024,202402,Winter
848,20230630,2023,202306,Summer
849,20240322,2024,202403,Spring
850,20250605,2025,202506,Spring
851,20210608,2021,202106,Spring
852,20240615,2024,202406,Spring
853,20201002,2020,202010,Autumn
854,20240402,2024,202404,Spring
855,20230324,2023,202303,Spring
856,20250410,2025,202504,Spring
857,20240618,2024,202406,Spring
858,20210210,2021,202102,Winter
