DateCodePK,Date_YYYYMMDD,Year,Month,Season
96,20210419,2021,202104,Spring
97,20210901,2021,202109,Autumn
98,20190117,2019,201901,Winter
99,20220304,2022,202203,Spring
100,20241016,2024,202410,Autumn
101,20220325,2022,202203,Spring
102,20220131,2022,202201,Winter
103,20230224,2023,202302,Winter
104,20220610,2022,202206,Summer
105,20221128,2022,202211,Autumn
106,20191120,2019,201911,Autumn
107,20190619,2019,201906,Summer
108,20170918,2017,201709,Autumn
109,20200519,2020,202005,Spring
110,20200314,2020,202003,Spring
111,20221007,2022,202210,Autumn
112,20160809,2016,201608,Summer
113,20210401,2021,202104,Spring
114,20220727,2022,202207,Summer
115,20160916,2016,201609,Autumn
116,20190429,2019,201904,Spring
117,20170814,2017,201708,Summer
118,20160205,2016,201602,Winter
119,20190410,2019,201904,Spring
120,20211225,2021,202112,Winter
121,20220407,2022,202204,Spring
122,20190323,2019,201903,Spring
123,20191108,2019,201911,Autumn
124,20181130,2018,201811,Autumn
125,20191115,2019,201911,Autumn
126,20200731,2020,202007,Summer
127,20190503,2019,201905,Spring
128,20180608,2018,201806,Summer
129,20180209,2018,201802,Winter
130,20170926,2017,201709,Autumn
131,20220715,2022,202207,Summer
132,20220930,2022,202209,Autumn
133,20241213,2024,202412,Winter
134,20230317,2023,202303,Spring
135,20180517,2018,201805,Spring
136,20220923,2022,202209,Autumn
137,20171015,2017,201710,Autumn
138,20200423,2020,202004,Spring
139,20231215,2023,202312,Winter
140,20200320,2020,202003,Spring
141,20230907,2023,202309,Autumn
142,20191207,2019,201912,Winter
143,20200908,2020,202009,Autumn
144,20231031,2023,202310,Autumn
145,20210404,2021,202104,Spring
146,20230703,2023,202307,Summer
147,20180410,2018,201804,Spring
148,20161224,2016,201612,Winter
149,20181031,2018,201810,Autumn
150,20201031,2020,202010,Autumn
151,20190711,2019,201907,Summer
152,20201003,2020,202010,Autumn
153,20180401,2018,201804,Spring
154,20200919,2020,202009,Autumn
155,20231117,2023,202311,Autumn
156,20161117,2016,201611,Autumn
157,20210218,2021,202102,Winter
158,20240906,2024,202409,Autumn
159,20190530,2019,201905,Spring
160,20210109,2021,202101,Winter
161,20161213,2016,201612,Winter
162,20150725,2015,201507,Summer
163,20180411,2018,201804,Spring
164,20180722,2018,201807,Summer
165,20230113,2023,202301,Winter
166,20201126,2020,202011,Autumn
167,20200916,2020,202009,Autumn
168,20201109,2020,202011,Autumn
169,20170502,2017,201705,Spring
170,20171031,2017,201710,Autumn
171,20170123,2017,201701,Winter
172,20201022,2020,202010,Autumn
173,20160902,2016,201609,Autumn
174,20220408,2022,202204,Spring
175,20201021,2020,202010,Autumn
176,20240326,2024,202403,Spring
177,20170311,2017,201703,Spring
178,20220524,2022,202205,Spring
179,20231104,2023,202311,Autumn
180,20250523,2025,202505,Spring
181,20180614,2018,201806,Summer
182,20250410,2025,202504,Spring
183,20221130,2022,202211,Autumn
184,20230901,2023,202309,Autumn
185,20230505,2023,202305,Spring
186,20240705,2024,202407,Summer
187,20220909,2022,202209,Autumn
188,20220905,2022,202209,Autumn
189,20240920,2024,202409,Autumn
190,20190301,2019,201903,Spring
191,20240227,2024,202402,Winter
192,20170407,2017,201704,Spring
193,20200717,2020,202007,Summer
194,20190927,2019,201909,Autumn
195,20240913,2024,202409,Autumn
196,20191004,2019,201910,Autumn
197,20170404,2017,201704,Spring
198,20170414,2017,201704,Spring
199,20190221,2019,201902,Winter
200,20180713,2018,201807,Summer
201,20161212,2016,201612,Winter
202,20220309,2022,202203,Spring
203,20171020,2017,201710,Autumn
204,20200701,2020,202007,Summer
205,20170227,2017,201702,Winter
206,20190212,2019,201902,Winter
207,20160816,2016,201608,Summer
208,20180321,2018,201803,Spring
209,20241127,2024,202411,Autumn
210,20230331,2023,202303,Spring
211,20221216,2022,202212,Winter
212,20170130,2017,201701,Winter
213,20141229,2014,201412,Winter
214,20170808,2017,201708,Summer
215,20161205,2016,201612,Winter
216,20160725,2016,201607,Summer
217,20161230,2016,201612,Winter
218,20220527,2022,202205,Spring
219,20170216,2017,201702,Winter
220,20220906,2022,202209,Autumn
221,20230417,2023,202304,Spring
222,20200421,2020,202004,Spring
223,20211019,2021,202110,Autumn
224,20220505,2022,202205,Spring
225,20161125,2016,201611,Autumn
226,20171012,2017,201710,Autumn
227,20191225,2019,201912,Winter
228,20141205,2014,201412,Winter
229,20171218,2017,201712,Winter
230,20201125,2020,202011,Autumn
231,20211231,2021,202112,Winter
232,20120429,2012,201204,Spring
233,20130712,2013,201307,Summer
234,20121105,2012,201211,Autumn
235,20201012,2020,202010,Autumn
236,20121028,2012,201210,Autumn
237,20120617,2012,201206,Summer
238,20170331,2017,201703,Spring
239,20120120,2012,201201,Winter
240,20200328,2020,202003,Spring
241,20200406,2020,202004,Spring
242,20250606,2025,202506,Summer
243,20120827,2012,201208,Summer
244,20121117,2012,201211,Autumn
245,20150119,2015,201501,Winter
246,20170428,2017,201704,Spring
247,20170519,2017,201705,Spring
248,20190614,2019,201906,Summer
249,20200710,2020,202007,Summer
250,20171120,2017,201711,Autumn
251,20180525,2018,201805,Spring
252,20130917,2013,201309,Autumn
253,20170317,2017,201703,Spring
254,20210326,2021,202103,Spring
255,20210226,2021,202102,Winter
256,20230602,2023,202306,Summer
257,20180427,2018,201804,Spring
258,20200702,2020,202007,Summer
259,20190208,2019,201902,Winter
260,20160222,2016,201602,Winter
261,20230504,2023,202305,Spring
262,20201211,2020,202012,Winter
263,20190517,2019,201905,Spring
264,20200430,2020,202004,Spring
265,20230606,2023,202306,Summer
266,20130921,2013,201309,Autumn
267,20150127,2015,201501,Winter
268,20170309,2017,201703,Spring
269,20210512,2021,202105,Spring
270,20240419,2024,202404,Spring
271,20220630,2022,202206,Summer
272,20130513,2013,201305,Spring
273,20231122,2023,202311,Autumn
274,20160303,2016,201603,Spring
275,20250418,2025,202504,Spring
276,20171003,2017,201710,Autumn
277,20161114,2016,201611,Autumn
278,20250411,2025,202504,Spring
279,20190830,2019,201908,Summer
280,20220114,2022,202201,Winter
281,20250529,2025,202505,Spring
282,20181016,2018,201810,Autumn
283,20101012,2010,201010,Autumn
284,20060628,2006,200606,Summer
285,20080809,2008,200808,Summer
286,20040101,2004,200401,Winter
287,20170927,2017,201709,Autumn
288,20080415,2008,200804,Spring
289,20170921,2017,201709,Autumn
290,20110716,2011,201107,Summer
291,20170929,2017,201709,Autumn
292,20200815,2020,202008,Summer
293,20131221,2013,201312,Winter
294,20120619,2012,201206,Summer
295,20150702,2015,201507,Summer
296,20250131,2025,202501,Winter
297,20170526,2017,201705,Spring
298,20120511,2012,201205,Spring
299,20150925,2015,201509,Autumn
300,20161203,2016,201612,Winter
301,20080315,2008,200803,Spring
302,20190809,2019,201908,Summer
303,20240917,2024,202409,Autumn
304,20240517,2024,202405,Spring
305,20230421,2023,202304,Spring
306,20230209,2023,202302,Winter
307,20230714,2023,202307,Summer
308,20250124,2025,202501,Winter
309,20250307,2025,202503,Spring
310,20240125,2024,202401,Winter
311,20231110,2023,202311,Autumn
312,20220216,2022,202202,Winter
313,20240717,2024,202407,Summer
314,20220617,2022,202206,Summer
315,20241011,2024,202410,Autumn
316,20211215,2021,202112,Winter
317,20250328,2025,202503,Spring
318,20170630,2017,201706,Summer
319,20200626,2020,202006,Summer
320,20130604,2013,201306,Summer
321,20210409,2021,202104,Spring
322,20150623,2015,201506,Summer
323,20180914,2018,201809,Autumn
324,20110610,2011,201106,Summer
325,20211210,2021,202112,Winter
326,20151125,2015,201511,Autumn
327,20180907,2018,201809,Autumn
328,20170922,2017,201709,Autumn
329,20170421,2017,201704,Spring
330,20250110,2025,202501,Winter
331,20190605,2019,201906,Summer
332,20200611,2020,202006,Summer
333,20150505,2015,201505,Spring
334,20130423,2013,201304,Spring
335,20201216,2020,202012,Winter
336,20170602,2017,201706,Summer
337,20150526,2015,201505,Spring
338,20190621,2019,201906,Summer
339,20110614,2011,201106,Summer
340,20150616,2015,201506,Summer
341,20210428,2021,202104,Spring
342,20150723,2015,201507,Summer
343,20110520,2011,201105,Spring
344,20181129,2018,201811,Autumn
345,20151127,2015,201511,Autumn
346,20060912,2006,200609,Autumn
347,20130405,2013,201304,Spring
348,20201127,2020,202011,Autumn
349,20180601,2018,201806,Summer
350,20180406,2018,201804,Spring
351,20180216,2018,201802,Winter
352,20091011,2009,200910,Autumn
353,20090101,2009,200901,Winter
354,20181122,2018,201811,Autumn
355,20050411,2005,200504,Spring
356,20130510,2013,201305,Spring
357,20131126,2013,201311,Autumn
358,20190514,2019,201905,Spring
359,20060408,2006,200604,Spring
360,20171215,2017,201712,Winter
361,20250521,2025,202505,Spring
362,20101115,2010,201011,Autumn
363,20151106,2015,201511,Autumn
364,20131030,2013,201310,Autumn
365,20090630,2009,200906,Summer
366,20060527,2006,200605,Spring
367,20060630,2006,200606,Summer
368,20081009,2008,200810,Autumn
369,20061124,2006,200611,Autumn
370,20061117,2006,200611,Autumn
371,20061028,2006,200610,Autumn
372,20040430,2004,200404,Spring
373,20180223,2018,201802,Winter
374,20120320,2012,201203,Spring
375,20060325,2006,200603,Spring
376,20050630,2005,200506,Summer
377,20060101,2006,200601,Winter
378,20060923,2006,200609,Autumn
379,20090408,2009,200904,Spring
380,20060509,2006,200605,Spring
381,20060818,2006,200608,Summer
382,20050101,2005,200501,Winter
383,19990630,1999,199906,Summer
384,20170405,2017,201704,Spring
385,20240226,2024,202402,Winter
386,20131118,2013,201311,Autumn
387,20171112,2017,201711,Autumn
388,20170224,2017,201702,Winter
389,20170324,2017,201703,Spring
390,20180201,2018,201802,Winter
391,20200703,2020,202007,Summer
392,20121126,2012,201211,Autumn
393,20150401,2015,201504,Spring
394,20140609,2014,201406,Summer
395,20201106,2020,202011,Autumn
396,20201023,2020,202010,Autumn
397,20200828,2020,202008,Summer
398,20170908,2017,201709,Autumn
399,20180817,2018,201808,Summer
400,20200911,2020,202009,Autumn
401,20230609,2023,202306,Summer
402,20231027,2023,202310,Autumn
403,20230707,2023,202307,Summer
404,20230407,2023,202304,Spring
405,20230908,2023,202309,Autumn
406,20180511,2018,201805,Spring
407,20231201,2023,202312,Winter
408,20230804,2023,202308,Summer
409,20240816,2024,202408,Summer
410,20241025,2024,202410,Autumn
411,20181024,2018,201810,Autumn
412,20200110,2020,202001,Winter
413,20161209,2016,201612,Winter
414,20201007,2020,202010,Autumn
415,20180413,2018,201804,Spring
416,20170609,2017,201706,Summer
417,20230721,2023,202307,Summer
418,20211203,2021,202112,Winter
419,20230310,2023,202303,Spring
420,20230526,2023,202305,Spring
421,20171018,2017,201710,Autumn
422,20170316,2017,201703,Spring
423,20180420,2018,201804,Spring
424,20160818,2016,201608,Summer
425,20170614,2017,201706,Summer
426,20210108,2021,202101,Winter
427,20170210,2017,201702,Winter
428,20210122,2021,202101,Winter
429,20161124,2016,201611,Autumn
430,20240503,2024,202405,Spring
431,20190620,2019,201906,Summer
432,20161003,2016,201610,Autumn
433,20161201,2016,201612,Winter
434,20241115,2024,202411,Autumn
435,20160513,2016,201605,Spring
436,20231013,2023,202310,Autumn
437,20181123,2018,201811,Autumn
438,20240308,2024,202403,Spring
439,20151218,2015,201512,Winter
440,20160610,2016,201606,Summer
441,20210416,2021,202104,Spring
442,20191122,2019,201911,Autumn
443,20230420,2023,202304,Spring
444,20210618,2021,202106,Summer
445,20250613,2025,202506,Summer
446,20220513,2022,202205,Spring
447,20140214,2014,201402,Winter
448,20130226,2013,201302,Winter
449,20140522,2014,201405,Spring
450,20191014,2019,201910,Autumn
451,20150715,2015,201507,Summer
452,20240719,2024,202407,Summer
453,20170830,2017,201708,Summer
454,20200327,2020,202003,Spring
455,20210119,2021,202101,Winter
456,20160601,2016,201606,Summer
457,20210309,2021,202103,Spring
458,20201202,2020,202012,Winter
459,20200319,2020,202003,Spring
460,20190122,2019,201901,Winter
461,20190412,2019,201904,Spring
462,20180814,2018,201808,Summer
463,20180403,2018,201804,Spring
464,20171129,2017,201711,Autumn
465,20180430,2018,201804,Spring
466,20170906,2017,201709,Autumn
467,20191022,2019,201910,Autumn
468,20231129,2023,202311,Autumn
469,20171206,2017,201712,Winter
470,20170315,2017,201703,Spring
471,20190304,2019,201903,Spring
472,20220722,2022,202207,Summer
473,20220509,2022,202205,Spring
474,20241129,2024,202411,Autumn
475,20170504,2017,201705,Spring
476,20170613,2017,201706,Summer
477,20170710,2017,201707,Summer
478,20170410,2017,201704,Spring
479,20230508,2023,202305,Spring
480,20240426,2024,202404,Spring
481,20170420,2017,201704,Spring
482,20170704,2017,201707,Summer
483,20240619,2024,202406,Summer
484,20240412,2024,202404,Spring
485,20140618,2014,201406,Summer
486,20170529,2017,201705,Spring
487,20160808,2016,201608,Summer
488,20160927,2016,201609,Autumn
489,20171222,2017,201712,Winter
490,20160711,2016,201607,Summer
491,20190603,2019,201906,Summer
492,20171114,2017,201711,Autumn
493,20170101,2017,201701,Winter
494,20180916,2018,201809,Autumn
495,20180921,2018,201809,Autumn
496,20180928,2018,201809,Autumn
497,20180613,2018,201806,Summer
498,20160511,2016,201605,Spring
499,20170110,2017,201701,Winter
500,20190510,2019,201905,Spring
501,20181221,2018,201812,Winter
502,20170501,2017,201705,Spring
503,20180821,2018,201808,Summer
504,20210129,2021,202101,Winter
505,20200508,2020,202005,Spring
506,20170307,2017,201703,Spring
507,20210611,2021,202106,Summer
508,20211015,2021,202110,Autumn
509,20180115,2018,201801,Winter
510,20240112,2024,202401,Winter
511,20250221,2025,202502,Winter
512,20210728,2021,202107,Summer
513,20220701,2022,202207,Summer
514,20240403,2024,202404,Spring
515,20160324,2016,201603,Spring
516,20201117,2020,202011,Autumn
517,20230424,2023,202304,Spring
518,20201124,2020,202011,Autumn
519,20230404,2023,202304,Spring
520,20190206,2019,201902,Winter
521,20220202,2022,202202,Winter
522,20200116,2020,202001,Winter
523,20200515,2020,202005,Spring
524,20210203,2021,202102,Winter
525,20180831,2018,201808,Summer
526,20190222,2019,201902,Winter
527,20210421,2021,202104,Spring
528,20231103,2023,202311,Autumn
529,20160122,2016,201601,Winter
530,20170714,2017,201707,Summer
531,20200408,2020,202004,Spring
532,20201009,2020,202010,Autumn
533,20210306,2021,202103,Spring
534,20240307,2024,202403,Spring
535,20210610,2021,202106,Summer
536,20200413,2020,202004,Spring
537,20210420,2021,202104,Spring
538,20210202,2021,202102,Winter
539,20150327,2015,201503,Spring
540,19990101,1999,199901,Winter
541,20201030,2020,202010,Autumn
542,20020620,2002,200206,Summer
543,20120410,2012,201204,Spring
544,20070126,2007,200701,Winter
545,19980101,1998,199801,Winter
546,20020101,2002,200201,Winter
547,20201029,2020,202010,Autumn
548,,,,Autumn
549,20120319,2012,201203,Spring
550,20161202,2016,201612,Winter
551,20171006,2017,201710,Autumn
552,20211027,2021,202110,Autumn
553,19970101,1997,199701,Winter
554,,,,Autumn
555,20120101,2012,201201,Winter
556,20150414,2015,201504,Spring
557,,,,Autumn
558,20210928,2021,202109,Autumn
559,,,,Autumn
560,20180720,2018,201807,Summer
561,20181005,2018,201810,Autumn
562,20181212,2018,201812,Winter
563,20200522,2020,202005,Spring
564,20190111,2019,201901,Winter
565,20200131,2020,202001,Winter
566,20221223,2022,202212,Winter
567,20210205,2021,202102,Winter
568,20230216,2023,202302,Winter
569,20240126,2024,202401,Winter
570,20240712,2024,202407,Summer
571,20221024,2022,202210,Autumn
572,20220101,2022,202201,Winter
573,20170907,2017,201709,Autumn
574,20140117,2014,201401,Winter
575,20191204,2019,201912,Winter
576,20150428,2015,201504,Spring
577,20170310,2017,201703,Spring
578,20190315,2019,201903,Spring
579,20170303,2017,201703,Spring
580,20160211,2016,201602,Winter
581,20190419,2019,201904,Spring
582,20130503,2013,201305,Spring
583,20100606,2010,201006,Summer
584,20220429,2022,202204,Spring
585,20111219,2011,201112,Winter
586,20140428,2014,201404,Spring
587,20170207,2017,201702,Winter
588,20130528,2013,201305,Spring
589,20150107,2015,201501,Winter
590,20130521,2013,201305,Spring
591,20060429,2006,200604,Spring
592,20150727,2015,201507,Summer
593,20201221,2020,202012,Winter
594,20150101,2015,201501,Winter
595,20130101,2013,201301,Winter
596,20160219,2016,201602,Winter
597,20110101,2011,201101,Winter
598,20130903,2013,201309,Autumn
599,20210521,2021,202105,Spring
600,20150528,2015,201505,Spring
601,20191021,2019,201910,Autumn
602,20060809,2006,200608,Summer
603,20031014,2003,200310,Autumn
604,20250314,2025,202503,Spring
605,20181102,2018,201811,Autumn
606,20210723,2021,202107,Summer
607,20140101,2014,201401,Winter
608,20230511,2023,202305,Spring
609,20220520,2022,202205,Spring
610,20170616,2017,201706,Summer
611,20160930,2016,201609,Autumn
612,20070518,2007,200705,Spring
613,20030423,2003,200304,Spring
614,20101005,2010,201010,Autumn
615,20140909,2014,201409,Autumn
616,20090605,2009,200906,Summer
617,20120605,2012,201206,Summer
618,20060315,2006,200603,Spring
619,20120522,2012,201205,Spring
620,20140730,2014,201407,Summer
621,20100906,2010,201009,Autumn
622,20101003,2010,201010,Autumn
623,20100708,2010,201007,Summer
624,20140602,2014,201406,Summer
625,20120506,2012,201205,Spring
626,20050610,2005,200506,Summer
627,20121122,2012,201211,Autumn
628,20120424,2012,201204,Spring
629,20090505,2009,200905,Spring
630,20070517,2007,200705,Spring
631,20121127,2012,201211,Autumn
632,20040423,2004,200404,Spring
633,20110323,2011,201103,Spring
634,20130724,2013,201307,Summer
635,20110305,2011,201103,Spring
636,20110316,2011,201103,Spring
637,20110309,2011,201103,Spring
638,,,,Autumn
639,19980620,1998,199806,Summer
640,20000101,2000,200001,Winter
641,19980720,1998,199807,Summer
642,19950707,1995,199507,Summer
643,19950117,1995,199501,Winter
644,20190303,2019,201903,Spring
645,20200221,2020,202002,Winter
646,20190802,2019,201908,Summer
647,20040901,2004,200409,Autumn
648,20100727,2010,201007,Summer
649,20150407,2015,201504,Spring
650,20220318,2022,202203,Spring
651,20040827,2004,200408,Summer
652,20140324,2014,201403,Spring
653,20140430,2014,201404,Spring
654,20020210,2002,200202,Winter
655,20100907,2010,201009,Autumn
656,20130205,2013,201302,Winter
657,20060526,2006,200605,Spring
658,20060606,2006,200606,Summer
659,20020201,2002,200202,Winter
660,,,,Winter
661,20171113,2017,201711,Autumn
662,20061201,2006,200612,Winter
663,20071026,2007,200710,Autumn
664,20071109,2007,200711,Autumn
665,20110422,2011,201104,Spring
666,20191025,2019,201910,Autumn
667,20160906,2016,201609,Autumn
668,20160526,2016,201605,Spring
669,,,,Autumn
670,20121212,2012,201212,Winter
671,20220314,2022,202203,Spring
672,20171117,2017,201711,Autumn
673,20090320,2009,200903,Spring
674,20170623,2017,201706,Summer
675,20121030,2012,201210,Autumn
676,20090410,2009,200904,Spring
677,20100720,2010,201007,Summer
678,20160613,2016,201606,Summer
679,20100910,2010,201009,Autumn
680,20130202,2013,201302,Winter
681,20110318,2011,201103,Spring
682,20020203,2002,200202,Winter
683,20080509,2008,200805,Spring
684,20071005,2007,200710,Autumn
685,20241122,2024,202411,Autumn
686,20130329,2013,201303,Spring
687,20110222,2011,201102,Winter
688,20100101,2010,201001,Winter
689,20100504,2010,201005,Spring
690,20130222,2013,201302,Winter
691,20250513,2025,202505,Spring
692,20060616,2006,200606,Summer
693,20171217,2017,201712,Winter
694,20180528,2018,201805,Spring
695,20120629,2012,201206,Summer
696,20060201,2006,200602,Winter
697,20200318,2020,202003,Spring
698,,,,Autumn
699,20040318,2004,200403,Spring
700,20070503,2007,200705,Spring
701,20080217,2008,200802,Winter
702,20060916,2006,200609,Autumn
703,20080901,2008,200809,Autumn
704,20130125,2013,201301,Winter
705,20101224,2010,201012,Winter
706,20200114,2020,202001,Winter
707,20151023,2015,201510,Autumn
708,20111217,2011,201112,Winter
709,20130927,2013,201309,Autumn
710,20211105,2021,202111,Autumn
711,20140217,2014,201402,Winter
712,20130625,2013,201306,Summer
713,20190418,2019,201904,Spring
714,20190329,2019,201903,Spring
715,20140325,2014,201403,Spring
716,20171121,2017,201711,Autumn
717,20200814,2020,202008,Summer
718,20141104,2014,201411,Autumn
719,20150904,2015,201509,Autumn
720,20171009,2017,201710,Autumn
721,20210604,2021,202106,Summer
722,20200603,2020,202006,Summer
723,20160504,2016,201605,Spring
724,20250425,2025,202504,Spring
725,20160304,2016,201603,Spring
726,20210924,2021,202109,Autumn
727,20141015,2014,201410,Autumn
728,20211101,2021,202111,Autumn
729,20160210,2016,201602,Winter
730,20151009,2015,201510,Autumn
731,20250212,2025,202502,Winter
732,20130323,2013,201303,Spring
733,20230928,2023,202309,Autumn
734,20240726,2024,202407,Summer
735,20161128,2016,201611,Autumn
736,20121129,2012,201211,Autumn
737,20120904,2012,201209,Autumn
738,20121120,2012,201211,Autumn
739,20221230,2022,202212,Winter
740,20211127,2021,202111,Autumn
741,20220729,2022,202207,Summer
742,20070101,2007,200701,Winter
743,20090909,2009,200909,Autumn
744,20050127,2005,200501,Winter
745,20140319,2014,201403,Spring
746,20161104,2016,201611,Autumn
747,20080728,2008,200807,Summer
748,20140414,2014,201404,Spring
749,20140408,2014,201404,Spring
750,20160915,2016,201609,Autumn
751,20140422,2014,201404,Spring
752,20120229,2012,201202,Winter
753,20120206,2012,201202,Winter
754,20221202,2022,202212,Winter
755,20191111,2019,201911,Autumn
756,20221111,2022,202211,Autumn
757,20220623,2022,202206,Summer
758,20010523,2001,200105,Spring
759,20011010,2001,200110,Autumn
760,20120129,2012,201201,Winter
761,20010729,2001,200107,Summer
762,20011119,2001,200111,Autumn
763,20010328,2001,200103,Spring
764,20010422,2001,200104,Spring
765,20010101,2001,200101,Winter
766,20050214,2005,200502,Winter
767,20021103,2002,200211,Autumn
768,20010114,2001,200101,Winter
769,20010603,2001,200106,Summer
770,20051019,2005,200510,Autumn
771,20210115,2021,202101,Winter
772,20161225,2016,201612,Winter
773,20070216,2007,200702,Winter
774,20230705,2023,202307,Summer
775,20221125,2022,202211,Autumn
776,20211008,2021,202110,Autumn
777,20120126,2012,201201,Winter
778,20211112,2021,202111,Autumn
779,20071120,2007,200711,Autumn
780,20110416,2011,201104,Spring
781,20011101,2001,200111,Autumn
782,20121109,2012,201211,Autumn
783,20121204,2012,201212,Winter
784,20051217,2005,200512,Winter
785,19980410,1998,199804,Spring
786,20090718,2009,200907,Summer
787,20131105,2013,201311,Autumn
788,20070220,2007,200702,Winter
789,20010516,2001,200105,Spring
790,20051227,2005,200512,Winter
791,20140213,2014,201402,Winter
792,20240607,2024,202406,Summer
793,19980108,1998,199801,Winter
794,20181030,2018,201810,Autumn
795,20051117,2005,200511,Autumn
796,20051211,2005,200512,Winter
797,20120731,2012,201207,Summer
798,20130730,2013,201307,Summer
799,19981101,1998,199811,Autumn
800,20051226,2005,200512,Winter
801,20210323,2021,202103,Spring
802,20100319,2010,201003,Spring
803,20180725,2018,201807,Summer
804,20141218,2014,201412,Winter
805,20200128,2020,202001,Winter
806,20191128,2019,201911,Autumn
807,20200601,2020,202006,Summer
808,20070619,2007,200706,Summer
809,20170608,2017,201706,Summer
810,20200918,2020,202009,Autumn
811,20050112,2005,200501,Winter
812,20160412,2016,201604,Spring
813,20131015,2013,201310,Autumn
814,20160422,2016,201604,Spring
815,20250127,2025,202501,Winter
816,20131029,2013,201310,Autumn
817,20160308,2016,201603,Spring
818,20180629,2018,201806,Summer
819,20160318,2016,201603,Spring
820,20141029,2014,201410,Autumn
821,20151029,2015,201510,Autumn
822,20160401,2016,201604,Spring
823,20190628,2019,201906,Summer
824,20181116,2018,201811,Autumn
825,20030103,2003,200301,Winter
826,20171019,2017,201710,Autumn
827,20200311,2020,202003,Spring
828,20160129,2016,201601,Winter
829,20180116,2018,201801,Winter
830,20200714,2020,202007,Summer
831,20221028,2022,202210,Autumn
832,20200410,2020,202004,Spring
833,20191206,2019,201912,Winter
834,20220128,2022,202201,Winter
835,20220506,2022,202205,Spring
836,20210806,2021,202108,Summer
837,20211119,2021,202111,Autumn
838,20230210,2023,202302,Winter
839,20180124,2018,201801,Winter
840,20180518,2018,201805,Spring
841,20180323,2018,201803,Spring
842,20190226,2019,201902,Winter
843,20230616,2023,202306,Summer
844,20140318,2014,201403,Spring
845,20150910,2015,201509,Autumn
846,20120928,2012,201209,Autumn
847,20180305,2018,201803,Spring
848,20170806,2017,201708,Summer
849,20151224,2015,201512,Winter
850,20120828,2012,201208,Summer
851,20101118,2010,201011,Autumn
852,20071012,2007,200710,Autumn
853,20110210,2011,201102,Winter
854,20160227,2016,201602,Winter
855,20111124,2011,201111,Autumn
856,20240710,2024,202407,Summer
857,20230120,2023,202301,Winter
858,20210702,2021,202107,Summer
859,20231006,2023,202310,Autumn
860,20230111,2023,202301,Winter
